TwitterID,words
ladysunshinenm,"hshtg_tcot,lincoln,today,house,thanks,appreciate,americans,great,new,good,health,act,national,care,america,congress,week,washington,health care,security"
youngforiowa,"great,today,county,morning,county gop,tonight,day,folks,young,good,gop,parade,vote,thanks,state,interview,enjoyed,nice,time,meeting"
jamesthompsonks,"city,police,tax,north,good,people,time,day,today,state,thanks,100,true,special,got,school,remember,government,running,candidate"
axne4congress,"evening,thank,democrats,meet,great,county,join,today,campaign,time,morning,talking,meeting,west,day,great time,proud,district,endorsement,need"
jamesodonnellny,"great,ny,county,day,annual,mnton_nrcc,event,time,people,friends,today,thank,new,support,weekend,join,running,american,proud,town"
rokhanna,"americans,trump,need,people,california,tax,america,american,war,congress,work,republicans,country,new,make,jobs,pay,kavanaugh,states,years"
jackiewalorski,"great,day,today,thank,parade,thanks,county,lincoln day,morning,vote,join,hshtg_tcot,sign,tonight,time,support,lincoln,gop,election,new"
joinpaulcook,"san,california,bills,governor,senate,article,veterans,state,endorsement,good,budget,new,happy,big,today,day,press,great,ll,red"
johnjoyceforpa,"john,ad,tonight,vote,mnton_potus mnton_realdonaldtrump,new,dr,congress,candidate,trump,great,life,support,join,district,candidates,race,primary,people,honored"
cristinaosmena,"women,taxes,kavanaugh,senator,thank,love,house,time,politics,really,things,political,democrats,families,hope,party,republican,country,good,happy"
rcurtis808,"people,constitution,care,health care,health,government,law,like,man,rights,security,speak,read,best,friends,years,want,right,report,policies"
albiosiresnj,"day,campaign,click,support,new,thank,election,jobs,website,men women,women,middle,class,proud,happy,debate,men,sign,join,help"
claudiatenney,"ny,new,clinton,congress,today,hillary,vote,conservative,hshtg_tcot,thank,liberal,great,state,congressional,jobs,trump,week,republican,small,mnton_realdonaldtrump"
diane_harkey,"people,trump,health,health care,care,country,need,vote,today,make,stand,change,time,americans,working,right,fight,political,american,live"
